"","track.name","track.popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.duration_ms","track.explicit","playlist_name"
"409","Needed Me",78,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191600,TRUE,"Top Hits of 2016"
"410","All My Friends (feat. Tinashe & Chance the Rapper)",72,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,229746,TRUE,"Top Hits of 2016"
"411","Sex",0,0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,228361,FALSE,"Top Hits of 2016"
"412","Fresh Eyes",50,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,198001,FALSE,"Top Hits of 2016"
"413","Ophelia",0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,160097,FALSE,"Top Hits of 2016"
"414","Lost Boy",74,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,FALSE,"Top Hits of 2016"
"415","Send My Love (To Your New Lover)",48,0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,223078,FALSE,"Top Hits of 2016"
"416","Here",67,0.376,0.822,0,-3.974,1,0.104,0.0783,0,0.0841,0.327,120.493,199453,FALSE,"Top Hits of 2016"
"417","History",58,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,203992,FALSE,"Top Hits of 2016"
"418","Hotter Than Hell",64,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,187957,FALSE,"Top Hits of 2016"
"419","I Fall Apart",1,0.565,0.55,8,-5.357,0,0.0397,0.0782,0,0.196,0.302,143.927,223346,TRUE,"Top Hits of 2016"
"420","All In My Head (Flex) (feat. Fetty Wap)",63,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,FALSE,"Top Hits of 2016"
"421","Love Me Now",55,0.416,0.773,8,-3.784,1,0.0949,0.572,0,0.105,0.716,122.65,210306,FALSE,"Top Hits of 2016"
"422","Sorry",68,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,232560,TRUE,"Top Hits of 2016"
"423","You & Me",0,0.687,0.645,1,-8.38,1,0.19,0.0362,0,0.201,0.619,84.925,218480,FALSE,"Top Hits of 2016"
"424","Ride",79,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214506,FALSE,"Top Hits of 2016"
"425","Faded",78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,212106,FALSE,"Top Hits of 2016"
"426","Fast Car",1,0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,212424,FALSE,"Top Hits of 2016"
"427","Dancing On My Own",0,0.686,0.172,1,-8.722,1,0.0329,0.839,1.81e-05,0.0793,0.197,112.655,260004,FALSE,"Top Hits of 2016"
"428","My House",75,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192190,FALSE,"Top Hits of 2016"
"429","My Way",73,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,219159,FALSE,"Top Hits of 2016"
"430","Roses",71,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226738,FALSE,"Top Hits of 2016"
"431","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",68,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,215413,FALSE,"Top Hits of 2016"
"432","The Ocean (feat. Shy Martin)",71,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414,FALSE,"Top Hits of 2016"
"433","The Greatest (feat. Kendrick Lamar)",70,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210226,FALSE,"Top Hits of 2016"
"434","H.O.L.Y.",0,0.526,0.675,7,-3.989,0,0.0339,0.379,0,0.0727,0.537,78,194186,FALSE,"Top Hits of 2016"
"435","Final Song",66,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235826,FALSE,"Top Hits of 2016"
"436","Unsteady",75,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193546,FALSE,"Top Hits of 2016"
"437","Hotline Bling",0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,267066,FALSE,"Top Hits of 2016"
"438","Don't",77,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,198293,TRUE,"Top Hits of 2016"
"439","Light It Up (feat. Nyla & Fuse ODG) - Remix",0,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,FALSE,"Top Hits of 2016"
"440","Me, Myself & I",74,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,251466,TRUE,"Top Hits of 2016"
"441","Sexual",63,0.797,0.567,2,-7.503,1,0.0651,0.0692,0,0.0705,0.843,108.024,188888,FALSE,"Top Hits of 2016"
"442","Too Good",70,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,TRUE,"Top Hits of 2016"
"443","Cool Girl",0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.129,0.234,101.983,197815,TRUE,"Top Hits of 2016"
"444","This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)",66,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207272,FALSE,"Top Hits of 2016"
"445","Heathens",80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,FALSE,"Top Hits of 2016"
"446","Never Be Like You",0,0.443,0.558,0,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,233337,TRUE,"Top Hits of 2016"
"447","Once In a While",59,0.786,0.687,0,-5.914,1,0.141,0.00758,0,0.619,0.345,105.021,215160,TRUE,"Top Hits of 2016"
"448","You Don't Own Me (feat. G-Eazy)",69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,201493,FALSE,"Top Hits of 2016"
"449","Papercuts (feat. Vera Blue)",52,0.369,0.618,6,-6.304,0,0.249,0.161,0,0.257,0.467,191.863,255889,FALSE,"Top Hits of 2016"
"450","Exchange",76,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,194613,TRUE,"Top Hits of 2016"
"451","Uptown Funk (feat. Bruno Mars)",80,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269666,FALSE,"Top Hits of 2015"
"452","Thinking out Loud",82,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,FALSE,"Top Hits of 2015"
"453","See You Again (feat. Charlie Puth)",80,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229525,FALSE,"Top Hits of 2015"
"454","What Do You Mean?",76,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,FALSE,"Top Hits of 2015"
"455","Lean On (feat. MØ & DJ Snake)",72,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,FALSE,"Top Hits of 2015"
"456","Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",76,0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,252226,FALSE,"Top Hits of 2015"
"457","Love Me Like You Do - From ""Fifty Shades Of Grey""",77,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,FALSE,"Top Hits of 2015"
"458","Trap Queen",66,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,TRUE,"Top Hits of 2015"
"459","Wildest Dreams",74,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,FALSE,"Top Hits of 2015"
"460","Drag Me Down",79,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,FALSE,"Top Hits of 2015"
"461","Blank Space",77,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231826,FALSE,"Top Hits of 2015"
"462","One Last Time",76,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197266,FALSE,"Top Hits of 2015"
"463","The Hills",83,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,TRUE,"Top Hits of 2015"
"464","Black Magic",20,0.777,0.895,4,-4.464,1,0.0618,0.0348,0,0.317,0.826,111.987,211773,FALSE,"Top Hits of 2015"
"465","Sugar",78,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,TRUE,"Top Hits of 2015"
"466","Stitches",75,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,206880,FALSE,"Top Hits of 2015"
"467","Locked Away (feat. Adam Levine)",72,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227480,FALSE,"Top Hits of 2015"
"468","Perfect",75,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333,FALSE,"Top Hits of 2015"
"469","Never Forget You",73,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213427,FALSE,"Top Hits of 2015"
"470","Do It Again",73,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,207746,TRUE,"Top Hits of 2015"
"471","Bad Blood",65,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,200106,FALSE,"Top Hits of 2015"
"472","YOUTH",0,0.627,0.749,7,-4.453,1,0.0415,0.0526,0,0.0763,0.608,91.522,185194,FALSE,"Top Hits of 2015"
"473","The Nights",81,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658,FALSE,"Top Hits of 2015"
"474","Sorry",80,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200786,FALSE,"Top Hits of 2015"
"475","Lush Life",0,0.658,0.741,7,-2.86,0,0.0536,0.141,0,0.189,0.789,98.024,202213,FALSE,"Top Hits of 2015"
"476","Style",69,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,FALSE,"Top Hits of 2015"
"477","Outside (feat. Ellie Goulding)",77,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227266,FALSE,"Top Hits of 2015"
"478","Love Myself",0,0.616,0.765,0,-6.75,0,0.078,0.0029,0,0.149,0.343,122.916,218773,FALSE,"Top Hits of 2015"
"479","Electric Love",0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,218173,FALSE,"Top Hits of 2015"
"480","Time of Our Lives",77,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,229360,TRUE,"Top Hits of 2015"
"481","Love Me Harder",73,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,FALSE,"Top Hits of 2015"
"482","Dear Future Husband",70,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184226,FALSE,"Top Hits of 2015"
"483","Love Yourself",1,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,FALSE,"Top Hits of 2015"
"484","Flashlight - From ""Pitch Perfect 2"" Soundtrack",0,0.458,0.623,5,-7.109,1,0.0505,0.322,5.08e-06,0.11,0.417,147.635,208666,FALSE,"Top Hits of 2015"
"485","I Really Like You",44,0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63e-05,0.215,0.599,122.121,204773,FALSE,"Top Hits of 2015"
"486","Please Don't Go",72,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,FALSE,"Top Hits of 2015"
"487","Waiting For Love",78,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,230613,FALSE,"Top Hits of 2015"
"488","Fight Song",78,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,FALSE,"Top Hits of 2015"
"489","Like I'm Gonna Lose You (feat. John Legend)",77,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,FALSE,"Top Hits of 2015"
"490","The Heart Wants What It Wants",69,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,227373,FALSE,"Top Hits of 2015"
"491","Confident",68,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205745,TRUE,"Top Hits of 2015"
"492","Worth It (feat. Kid Ink)",73,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,FALSE,"Top Hits of 2015"
"493","Talking Body",66,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,238426,TRUE,"Top Hits of 2015"
"494","Don't Let Me Down",78,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,FALSE,"Top Hits of 2015"
"495","Hands To Myself",67,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,FALSE,"Top Hits of 2015"
"496","When We Were Young",52,0.377,0.595,3,-5.936,1,0.0489,0.303,0,0.095,0.264,144.464,290900,FALSE,"Top Hits of 2015"
"497","Shut Up and Dance",78,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,FALSE,"Top Hits of 2015"
"498","Cool for the Summer",0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,214746,TRUE,"Top Hits of 2015"
"499","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",73,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,FALSE,"Top Hits of 2015"
"500","How Deep Is Your Love",75,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,FALSE,"Top Hits of 2015"
"501","All My Friends (feat. Tinashe & Chance the Rapper)",72,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,229746,TRUE,"Top Hits of 2015"
"502","Want to Want Me",74,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,FALSE,"Top Hits of 2015"
"503","679 (feat. Remy Boyz)",74,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,TRUE,"Top Hits of 2015"
"504","Rather Be (feat. Jess Glynne)",71,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,FALSE,"Top Hits of 2015"
"505","Kill Em With Kindness",65,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217906,FALSE,"Top Hits of 2015"
"506","Lips Are Movin",68,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182666,FALSE,"Top Hits of 2015"
"507","FourFiveSeconds",77,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,188238,FALSE,"Top Hits of 2015"
"508","Slow Motion",48,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,FALSE,"Top Hits of 2015"
"509","Cheerleader - Felix Jaehn Remix Radio Edit",73,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180565,FALSE,"Top Hits of 2015"
"510","Same Old Love",66,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,229080,FALSE,"Top Hits of 2015"
"511","Where Are Ü Now (with Justin Bieber)",73,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250285,FALSE,"Top Hits of 2015"
"512","Five More Hours - Deorro x Chris Brown",65,0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,211975,FALSE,"Top Hits of 2015"
"513","I Don't Mind (feat. Juicy J)",67,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,251989,TRUE,"Top Hits of 2015"
"514","I Want You To Know",0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,238800,FALSE,"Top Hits of 2015"
"515","My House",75,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192190,FALSE,"Top Hits of 2015"
"516","Post to Be (feat. Chris Brown & Jhene Aiko)",70,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,226580,TRUE,"Top Hits of 2015"
"517","Here",0,0.379,0.799,0,-4.031,1,0.163,0.0804,0,0.0793,0.359,120.892,199453,FALSE,"Top Hits of 2015"
"518","Good For You",0,0.6,0.676,5,-6.447,0,0.0652,0.154,0,0.0741,0.217,88.928,221560,TRUE,"Top Hits of 2015"
"519","Honey, I'm Good",9,0.754,0.799,9,-6.419,1,0.0553,0.0289,0,0.351,0.582,122.037,199666,FALSE,"Top Hits of 2015"
"520","Runaway (U & I)",73,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227073,FALSE,"Top Hits of 2015"
"521","Sunset Lover",73,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237792,FALSE,"Top Hits of 2015"
"522","Marvin Gaye (feat. Meghan Trainor)",63,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,190453,FALSE,"Top Hits of 2015"
"523","Send My Love (To Your New Lover)",48,0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,223078,FALSE,"Top Hits of 2015"
"524","Ayo",70,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,225226,TRUE,"Top Hits of 2015"
"525","Somebody",63,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189906,FALSE,"Top Hits of 2015"
"526","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",66,0.854,0.766,9,-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,224258,FALSE,"Top Hits of 2015"
"527","7/11",69,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,213506,FALSE,"Top Hits of 2015"
"528","Hotline Bling",75,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267066,FALSE,"Top Hits of 2015"
"529","Fast Car",64,0.644,0.57,9,-6.994,1,0.052,0.484,0,0.299,0.527,113.945,212424,FALSE,"Top Hits of 2015"
"530","On My Mind",63,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,FALSE,"Top Hits of 2015"
"531","Na Na",63,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,231906,FALSE,"Top Hits of 2015"
"532","oui",73,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,238320,FALSE,"Top Hits of 2015"
"533","Can't Feel My Face",77,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,FALSE,"Top Hits of 2015"
"534","Take Me To Church",80,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241688,FALSE,"Top Hits of 2015"
"535","Don't",77,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,198293,TRUE,"Top Hits of 2015"
"536","I Don't Fuck With You",74,0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,284386,TRUE,"Top Hits of 2015"
"537","Bitch Better Have My Money",74,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219305,TRUE,"Top Hits of 2015"
"538","Light It Up (feat. Nyla & Fuse ODG) - Remix",49,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,FALSE,"Top Hits of 2015"
"539","Stressed Out",82,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,FALSE,"Top Hits of 2015"
"540","Lay Me Down",50,0.427,0.304,4,-9.661,1,0.0436,0.759,1.14e-05,0.111,0.153,116.977,253208,FALSE,"Top Hits of 2015"
"541","Centuries",79,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360,FALSE,"Top Hits of 2015"
"542","Lot to Learn",62,0.405,0.846,6,-3.57,1,0.195,0.0948,0,0.0666,0.602,82.232,248337,TRUE,"Top Hits of 2015"
"543","King",0,0.559,0.848,4,-4.125,0,0.0388,0.0665,0,0.382,0.466,119.977,215360,FALSE,"Top Hits of 2015"
"544","All Eyes on You (feat. Chris Brown & Nicki Minaj)",66,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,223973,TRUE,"Top Hits of 2015"
"545","Geronimo",67,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,218227,FALSE,"Top Hits of 2015"
"546","Water Under The Bridge",44,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.35e-06,0.105,0.537,94.963,240439,FALSE,"Top Hits of 2015"
"547","In The Night",0,0.48,0.682,7,-4.94,1,0.13,0.0696,0,0.0463,0.506,167.939,235653,TRUE,"Top Hits of 2015"
"548","Like I Can",65,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167065,FALSE,"Top Hits of 2015"
"549","Let It Go",72,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,260533,FALSE,"Top Hits of 2015"
"550","Unsteady",0,0.376,0.662,0,-6.124,1,0.057,0.175,0.000691,0.203,0.236,107.209,193546,FALSE,"Top Hits of 2015"
"551","Happy - From ""Despicable Me 2""",78,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,FALSE,"Top Hits of 2014"
"552","Dark Horse",70,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,FALSE,"Top Hits of 2014"
"553","Shower",81,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206166,FALSE,"Top Hits of 2014"
"554","Fancy",69,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,TRUE,"Top Hits of 2014"
"555","Blank Space",77,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231826,FALSE,"Top Hits of 2014"
"556","Stay With Me",80,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172723,FALSE,"Top Hits of 2014"
"557","Rude",77,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224840,FALSE,"Top Hits of 2014"
"558","Chandelier",77,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,FALSE,"Top Hits of 2014"
"559","All of Me",84,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,FALSE,"Top Hits of 2014"
"560","Classic",79,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175426,FALSE,"Top Hits of 2014"
"561","All About That Bass",70,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,TRUE,"Top Hits of 2014"
"562","Story of My Life",81,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,FALSE,"Top Hits of 2014"
"563","She Looks So Perfect",70,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,202496,FALSE,"Top Hits of 2014"
"564","Me And My Broken Heart",75,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,193733,FALSE,"Top Hits of 2014"
"565","Maps",0,0.737,0.723,1,-5.51,0,0.0295,0.0179,0,0.0675,0.893,120.003,189840,FALSE,"Top Hits of 2014"
"566","Bad Blood",52,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,211933,FALSE,"Top Hits of 2014"
"567","Outside (feat. Ellie Goulding)",77,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227266,FALSE,"Top Hits of 2014"
"568","Break Free",0,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,FALSE,"Top Hits of 2014"
"569","Steal My Girl",76,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,228133,FALSE,"Top Hits of 2014"
"570","Counting Stars",61,0.663,0.705,1,-4.972,0,0.0385,0.0654,0,0.117,0.477,122.014,257386,FALSE,"Top Hits of 2014"
"571","Bang Bang",77,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199386,FALSE,"Top Hits of 2014"
"572","Animals",76,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,FALSE,"Top Hits of 2014"
"573","Style",57,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,FALSE,"Top Hits of 2014"
"574","Night Changes",80,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,226600,FALSE,"Top Hits of 2014"
"575","Ugly Heart",62,0.65,0.786,9,-5.488,1,0.0463,0.019,0,0.323,0.446,124.96,198306,FALSE,"Top Hits of 2014"
"576","Timber (feat. Ke$ha)",78,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,FALSE,"Top Hits of 2014"
"577","Summer",23,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,224506,FALSE,"Top Hits of 2014"
"578","Problem",73,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,FALSE,"Top Hits of 2014"
"579","Amnesia",66,0.594,0.497,2,-5.26,1,0.0303,0.0343,0,0.162,0.101,101.668,237247,FALSE,"Top Hits of 2014"
"580","Trumpets",53,0.627,0.703,0,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,217306,FALSE,"Top Hits of 2014"
"581","Sugar",0,0.744,0.783,1,-7.077,1,0.0337,0.0553,0,0.086,0.885,120.042,235493,TRUE,"Top Hits of 2014"
"582","Shake It Off",76,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,FALSE,"Top Hits of 2014"
"583","Little Do You Know",77,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,185200,FALSE,"Top Hits of 2014"
"584","Team",72,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193058,FALSE,"Top Hits of 2014"
"585","Jealous - Remix",0,0.685,0.709,11,-3.578,0,0.0748,0.0132,0,0.452,0.504,93.047,222213,TRUE,"Top Hits of 2014"
"586","The Heart Wants What It Wants",59,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,227360,FALSE,"Top Hits of 2014"
"587","Habits (Stay High)",69,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,FALSE,"Top Hits of 2014"
"588","Love Me Harder",73,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,FALSE,"Top Hits of 2014"
